WURCS=2.0/3,5,4/[u2112h][a2112h-1b_1-5][a2122A-1b_1-5_4*OC]/1-2-2-2-3/a6-b1_b6-c1_c6-d1_d6-e1	GlcA4Me(b1-6)Gal(b1-6)Gal(b1-6)Gal(b1-6)Gal		DGlcpA[4Me]b1-6DGalpb1-6DGalpb1-6DGalpb1-6DGalp	O1C(O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO[C@@H]5O[C@H](C(=O)O)[C@@H](OC)[C@H](O)[C@H]5O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H](O)[C@H]2O
WURCS=2.0/3,6,5/[u212h][a2122A-1b_1-5][a212h-1a_1-5]/1-2-3-2-3-2/b3-c1_c3-d1_d3-e1_e3-f1_a4-b1	GlcA(b1-3)Xyl(a1-3)GlcA(b1-3)Xyl(a1-3)GlcA(b1-4)Xyl		DGlcpAb1-3DXylpa1-3DGlcpAb1-3DXylpa1-3DGlcpAb1-4DXylp	O1C[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@H]3OC[C@@H](O)[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@H]5OC[C@@H](O)[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@H]4O)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)C1O
WURCS=2.0/3,10,9/[u212h][a2122A-1b_1-5][a212h-1a_1-5]/1-2-3-2-3-2-3-2-3-2/b3-c1_c3-d1_d3-e1_e3-f1_f3-g1_g3-h1_h3-i1_i3-j1_a4-b1	GlcA(b1-3)Xyl(a1-3)GlcA(b1-3)Xyl(a1-3)GlcA(b1-3)Xyl(a1-3)GlcA(b1-3)Xyl(a1-3)GlcA(b1-4)Xyl		DGlcpAb1-3DXylpa1-3DGlcpAb1-3DXylpa1-3DGlcpAb1-3DXylpa1-3DGlcpAb1-3DXylpa1-3DGlcpAb1-4DXylp	O1C[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@H]3OC[C@@H](O)[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@H]5OC[C@@H](O)[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@H]7OC[C@@H](O)[C@H](O[C@@H]8O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@H]9OC[C@@H](O)[C@H](O[C@@H]%10O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]%10O)[C@H]9O)[C@H]8O)[C@H]7O)[C@H]6O)[C@H]5O)[C@H]4O)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)C1O
WURCS=2.0/3,8,7/[u212h][a2122A-1b_1-5][a212h-1a_1-5]/1-2-3-2-3-2-3-2/b3-c1_c3-d1_d3-e1_e3-f1_f3-g1_g3-h1_a4-b1	GlcA(b1-3)Xyl(a1-3)GlcA(b1-3)Xyl(a1-3)GlcA(b1-3)Xyl(a1-3)GlcA(b1-4)Xyl		DGlcpAb1-3DXylpa1-3DGlcpAb1-3DXylpa1-3DGlcpAb1-3DXylpa1-3DGlcpAb1-4DXylp	O1C[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@H]3OC[C@@H](O)[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@H]5OC[C@@H](O)[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@H]7OC[C@@H](O)[C@H](O[C@@H]8O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H]6O)[C@H]5O)[C@H]4O)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)C1O
WURCS=2.0/4,4,3/[u2122h_2*NCC/3=O][a2121A-1a_1-5][a2122h-1a_1-5_2*NCC/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNAc(a1-4)IdoA(a1-4)GlcNAc		DGlcpAb1-4DGlcpNAca1-4LIdopAa1-4DGlcpNAc	O1C(O)[C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H]1CO
WURCS=2.0/3,4,3/[u2122h_2*NCC/3=O][a2122A-1b_1-5][a2122h-1a_1-5_2*NCC/3=O]/1-2-3-2/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc		DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAc	O1C(O)[C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H]1CO
WURCS=2.0/2,2,1/[u2122h_2*NSO/3=O/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O]/1-2/a4-b1	IdoA2S(a1-4)GlcNS6S		LIdopA[2S]a1-4DGlcpNS[6S]	O1C(O)[C@H](NS(=O)(=O)O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1COS(=O)(=O)O
WURCS=2.0/3,3,2/[u2122h][a2122A-1b_1-5][a2112A-1a_1-5]/1-2-3/a4-b1_b4-c1	GalA(a1-4)GlcA(b1-4)Glc		DGalpAa1-4DGlcpAb1-4DGlcp	O1C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H]1CO
WURCS=2.0/4,4,3/[u2122h][a2122A-1b_1-5][a2112A-1a_1-5][a2122A-1b_1-5_4*OC]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA4Me(b1-4)GalA(a1-4)GlcA(b1-4)Glc		DGlcpA[4Me]b1-4DGalpAa1-4DGlcpAb1-4DGlcp	O1C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](C(=O)O)[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](OC)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H]1CO
WURCS=2.0/4,4,3/[u2122h_2*NCC/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5][a2122h-1a_1-5_2*NCC/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNAc(a1-4)IdoA(a1-4)GlcNAc6S		DGlcpAb1-4DGlcpNAca1-4LIdopAa1-4DGlcpNAc[6S]	O1C(O)[C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H]1COS(=O)(=O)O
WURCS=2.0/4,4,3/[u2122h_2*NSO/3=O/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5][a2122h-1a_1-5_2*NSO/3=O/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNS(a1-4)IdoA(a1-4)GlcNS6S		DGlcpAb1-4DGlcpNSa1-4LIdopAa1-4DGlcpNS[6S]	O1C(O)[C@H](NS(=O)(=O)O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2O)[C@H]1COS(=O)(=O)O
WURCS=2.0/4,4,3/[u2122h_2*NCC/3=O_6*OSO/3=O/3=O][a2122A-1b_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NCC/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNAc(a1-4)GlcA2S(b1-4)GlcNAc6S		DGlcpAb1-4DGlcpNAca1-4DGlcpA[2S]b1-4DGlcpNAc[6S]	O1C(O)[C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1COS(=O)(=O)O
WURCS=2.0/4,4,3/[u2122h_2*NCC/3=O][a2122A-1b_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NCC/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNAc(a1-4)GlcA2S(b1-4)GlcNAc		DGlcpAb1-4DGlcpNAca1-4DGlcpA[2S]b1-4DGlcpNAc	O1C(O)[C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1CO
WURCS=2.0/4,4,3/[u2122h_2*NSO/3=O/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NCC/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNAc(a1-4)IdoA2S(a1-4)GlcNS		DGlcpAb1-4DGlcpNAca1-4LIdopA[2S]a1-4DGlcpNS	O1C(O)[C@H](NS(=O)(=O)O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1CO
WURCS=2.0/4,4,3/[u2122h_2*NCC/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NCC/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNAc(a1-4)IdoA2S(a1-4)GlcNAc		DGlcpAb1-4DGlcpNAca1-4LIdopA[2S]a1-4DGlcpNAc	O1C(O)[C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1CO
WURCS=2.0/4,4,3/[u2122h_2*NCC/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NCC/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNAc(a1-4)IdoA2S(a1-4)GlcNAc6S		DGlcpAb1-4DGlcpNAca1-4LIdopA[2S]a1-4DGlcpNAc[6S]	O1C(O)[C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1COS(=O)(=O)O
WURCS=2.0/5,6,5/[u2122h_2*NSO/3=O/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NSO/3=O/3=O][a2122A-1b_1-5][a2122h-1a_1-5_2*NCC/3=O]/1-2-3-4-5-4/a4-b1_b4-c1_c4-d1_d4-e1_e4-f1	GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNS(a1-4)IdoA2S(a1-4)GlcNS		DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNSa1-4LIdopA[2S]a1-4DGlcpNS	O1C(O)[C@H](NS(=O)(=O)O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1CO
WURCS=2.0/4,4,3/[u2122h_2*NSO/3=O/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NSO/3=O/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNS(a1-4)IdoA2S(a1-4)GlcNS6S		DGlcpAb1-4DGlcpNSa1-4LIdopA[2S]a1-4DGlcpNS[6S]	O1C(O)[C@H](NS(=O)(=O)O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1COS(=O)(=O)O
WURCS=2.0/3,4,3/[u2122h_2*NSO/3=O/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NSO/3=O/3=O_6*OSO/3=O/3=O]/1-2-3-2/a4-b1_b4-c1_c4-d1	IdoA2S(a1-4)GlcNS6S(a1-4)IdoA2S(a1-4)GlcNS6S		LIdopA[2S]a1-4DGlcpNS[6S]a1-4LIdopA[2S]a1-4DGlcpNS[6S]	O1C(O)[C@H](NS(=O)(=O)O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4OS(=O)(=O)O)[C@H](O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1COS(=O)(=O)O
WURCS=2.0/4,4,3/[u2122h_2*NSO/3=O/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NCC/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNAc(a1-4)IdoA2S(a1-4)GlcNS6S		DGlcpAb1-4DGlcpNAca1-4LIdopA[2S]a1-4DGlcpNS[6S]	O1C(O)[C@H](NS(=O)(=O)O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1COS(=O)(=O)O
WURCS=2.0/5,5,4/[u2122h][a2122A-1b_1-5][a2112A-1a_1-5][a2122A-1b_1-5_4*OC][a1122h-1a_1-5]/1-2-3-4-5/d2-e1_a4-b1_b4-c1_c4-d1	Man(a1-2)GlcA4Me(b1-4)GalA(a1-4)GlcA(b1-4)Glc		DManpa1-2DGlcpA[4Me]b1-4DGalpAa1-4DGlcpAb1-4DGlcp	O1C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](C(=O)O)[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](OC)[C@H](O)[C@H]4O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H]1CO
WURCS=2.0/4,4,3/[u2122h_2*NSO/3=O/3=O][a2122A-1b_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NSO/3=O/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNS(a1-4)GlcA2S(b1-4)GlcNS		DGlcpAb1-4DGlcpNSa1-4DGlcpA[2S]b1-4DGlcpNS	O1C(O)[C@H](NS(=O)(=O)O)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1CO
WURCS=2.0/4,4,3/[u2122h_2*NSO/3=O/3=O_6*OSO/3=O/3=O][a2122A-1b_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NSO/3=O/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	GlcA(b1-4)GlcNS(a1-4)GlcA2S(b1-4)GlcNS6S		DGlcpAb1-4DGlcpNSa1-4DGlcpA[2S]b1-4DGlcpNS[6S]	O1C(O)[C@H](NS(=O)(=O)O)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1COS(=O)(=O)O
WURCS=2.0/3,6,5/[u2122h_2*NSO/3=O/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NSO/3=O/3=O_6*OSO/3=O/3=O]/1-2-3-2-3-2/a4-b1_b4-c1_c4-d1_d4-e1_e4-f1	IdoA2S(a1-4)GlcNS6S(a1-4)IdoA2S(a1-4)GlcNS6S(a1-4)IdoA2S(a1-4)GlcNS6S		LIdopA[2S]a1-4DGlcpNS[6S]a1-4LIdopA[2S]a1-4DGlcpNS[6S]a1-4LIdopA[2S]a1-4DGlcpNS[6S]	O1C(O)[C@H](NS(=O)(=O)O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]6O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6OS(=O)(=O)O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4OS(=O)(=O)O)[C@H](O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1COS(=O)(=O)O
WURCS=2.0/3,6,5/[u2122h_2*NCC/3=O][a2122A-1b_1-5][a2122h-1a_1-5_2*NCC/3=O]/1-2-3-2-3-2/a4-b1_b4-c1_c4-d1_d4-e1_e4-f1	GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc		DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAc	O1C(O)[C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H]1CO
WURCS=2.0/3,8,7/[u2122h_2*NCC/3=O][a2122A-1b_1-5][a2122h-1a_1-5_2*NCC/3=O]/1-2-3-2-3-2-3-2/a4-b1_b4-c1_c4-d1_d4-e1_e4-f1_f4-g1_g4-h1	GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc		DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAc	O1C(O)[C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H]1CO
WURCS=2.0/4,8,7/[u2122h_2*NCC/3=O][a2121A-1a_1-5][a2122h-1a_1-5_2*NCC/3=O][a2122A-1b_1-5]/1-2-3-4-3-2-3-4/a4-b1_b4-c1_c4-d1_d4-e1_e4-f1_f4-g1_g4-h1	GlcA(b1-4)GlcNAc(a1-4)IdoA(a1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)IdoA(a1-4)GlcNAc		DGlcpAb1-4DGlcpNAca1-4LIdopAa1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAca1-4LIdopAa1-4DGlcpNAc	O1C(O)[C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@@H](C(=O)O)[C@@H](O[C@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H]1CO
WURCS=2.0/3,8,7/[u2122h_2*NSO/3=O/3=O_3*OSO/3=O/3=O_6*OSO/3=O/3=O][a2122A-1b_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NSO/3=O/3=O_3*OSO/3=O/3=O_6*OSO/3=O/3=O]/1-2-3-2-3-2-3-2/a4-b1_b4-c1_c4-d1_d4-e1_e4-f1_f4-g1_g4-h1	GlcA2S(b1-4)GlcNS3S6S(a1-4)GlcA2S(b1-4)GlcNS3S6S(a1-4)GlcA2S(b1-4)GlcNS3S6S(a1-4)GlcA2S(b1-4)GlcNS3S6S		DGlcpA[2S]b1-4DGlcpNS[3S,6S]a1-4DGlcpA[2S]b1-4DGlcpNS[3S,6S]a1-4DGlcpA[2S]b1-4DGlcpNS[3S,6S]a1-4DGlcpA[2S]b1-4DGlcpNS[3S,6S]	O1C(O)[C@H](NS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@H]7O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]8O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]8OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]7NS(=O)(=O)O)[C@H](O)[C@H]6OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H]1COS(=O)(=O)O
WURCS=2.0/3,16,15/[u2122h_2*NCC/3=O][a2122A-1b_1-5][a2122h-1a_1-5_2*NCC/3=O]/1-2-3-2-3-2-3-2-3-2-3-2-3-2-3-2/a4-b1_b4-c1_c4-d1_d4-e1_e4-f1_f4-g1_g4-h1_h4-i1_i4-j1_j4-k1_k4-l1_l4-m1_m4-n1_n4-o1_o4-p1	GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc		DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAca1-4DGlcpAb1-4DGlcpNAc	O1C(O)[C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](C(=O)O)[C@@H](O[C@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](C(=O)O)[C@@H](O[C@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@H](C(=O)O)[C@@H](O[C@H]%13O[C@H](CO)[C@@H](O[C@@H]%14O[C@H](C(=O)O)[C@@H](O[C@H]%15O[C@H](CO)[C@@H](O[C@@H]%16O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]%16O)[C@H](O)[C@H]%15NC(C)=O)[C@H](O)[C@H]%14O)[C@H](O)[C@H]%13NC(C)=O)[C@H](O)[C@H]%12O)[C@H](O)[C@H]%11NC(C)=O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]9NC(C)=O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H]1CO
