WURCS=2.0/3,4,3/[u211h][a211h-1b_1-4][a211h-1a_1-4]/1-2-2-3/a2-b1_a3-d1_b2-c1	O[C@H]4[C@H](CO)O[C@H]([C@@H]4O)O[C@H]1[C@@H](OC([C@@H]1O[C@@H]3[C@@H]([C@H]([C@@H](O3)CO)O)O[C@H]2O[C@H]([C@H](O)[C@H]2O)CO)O)CO
WURCS=2.0/2,4,3/[u2122h][a2122h-1a_1-5]/1-2-2-2/a6-b1_b6-c1_c4-d1	O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@H]2O[C@@H]([C@@H](O[C@@H]3[C@H](O)[C@@H](O)[C@@H]([C@H](O3)CO)O)[C@H](O)[C@H]2O)CO)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
WURCS=2.0/2,4,3/[u2122h][a2122h-1a_1-5]/1-2-2-2/a6-b1_b6-c1_c3-d1	O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@H]2O[C@@H]([C@H]([C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)O)CO)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
WURCS=2.0/5,6,5/[u2122h_2*NCC/3=O][a1221m-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-5-2/a3-b1_a4-c1_a6-f1_c4-d1_d3-e1	O[C@H]5[C@@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@@H]([C@@H]6O)O)[C@H](O)[C@H](O[C@H]5O[C@H]4[C@@H]([C@@H](NC(C)=O)[C@@H](O[C@@H]4CO)O[C@@H]2[C@H](OC([C@@H]([C@H]2O[C@H]3[C@@H](O)[C@@H]([C@@H]([C@@H](O3)C)O)O)NC(C)=O)O)CO[C@@H]1O[C@H]([C@@H](O)[C@H]([C@@H]1O)O)C)O)CO
WURCS=2.0/5,5,4/[u2122h_2*NSO/3=O/3=O_3*OSO/3=O/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5][a2122h-1a_1-5_2*NSO/3=O/3=O_3*OSO/3=O/3=O_6*OSO/3=O/3=O][a2122A-1b_1-5][a2122h-1a_1-5_2*NCC/3=O]/1-2-3-4-5/a4-b1_b4-c1_c4-d1_d4-e1	O[C@H]5[C@@H]([C@@H](CO)O[C@@H]([C@@H]5NC(C)=O)O[C@H]4[C@@H]([C@H]([C@@H](O[C@@H]4C(O)=O)O[C@H]1[C@H](OS(=O)(=O)O)[C@H]([C@@H](O[C@H]3[C@@H]([C@@H](O)[C@@H](O[C@H]3C(O)=O)O[C@H]2[C@H](OS(=O)(O)=O)[C@H](C(O[C@@H]2COS(=O)(=O)O)O)NS(=O)(=O)O)O)O[C@@H]1COS(=O)(O)=O)NS(=O)(O)=O)O)O)O
WURCS=2.0/3,10,9/[u2122h_2*NCC/3=O][a2122A-1b_1-5][a2122h-1b_1-5_2*NCC/3=O]/1-2-3-2-3-2-3-2-3-2/a3-b1_c3-d1_e3-f1_g3-h1_i3-j1_b4-c1_d4-e1_f4-g1_h4-i1	O[C@H]5[C@H](O[C@@H]6[C@H]([C@H](O[C@H]%10[C@@H]([C@H]([C@@H](O[C@@H]%10C(=O)O)O[C@H]9[C@@H]([C@H](O[C@H]([C@@H]9NC(C)=O)O[C@@H]7[C@@H](C(O)=O)O[C@@H](O[C@H]8[C@@H]([C@@H](CO)OC([C@@H]8NC(=O)C)O)O)[C@@H]([C@H]7O)O)CO)O)O)O)O[C@@H]([C@H]6O)CO)NC(C)=O)O[C@H](C(=O)O)[C@H]([C@@H]5O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H]([C@H]4NC(C)=O)O[C@H]3[C@@H]([C@@H](O)[C@@H]([C@@H](C(=O)O)O3)O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2NC(=O)C)O[C@H]1[C@H](O)[C@@H](O)[C@@H]([C@H](O1)C(O)=O)O)CO)O
WURCS=2.0/2,5,4/[u2122h_2*NCC/3=O][a1122h-1a_1-5]/1-2-2-2-2/a3-b1_b3-c1_c3-d1_d3-e1	O[C@H]5[C@H]([C@@H]([C@H](O[C@@H]5O[C@@H]4[C@@H]([C@H](O[C@@H]([C@H]4O)CO)O[C@H]3[C@@H]([C@H](OC([C@@H]3NC(=O)C)O)CO)O)O)CO)O)O[C@@H]1[C@H]([C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@@H]([C@@H]2O)O)CO)[C@@H]([C@@H](CO)O1)O)O
WURCS=2.0/5,6,5/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5]/1-2-3-4-5-4/a4-b1_b4-c1_c3-d1_c4-e1_c6-f1	O[C@H]6[C@H]([C@@H](CO)O[C@H]([C@@H]6O)O[C@H]3[C@@H]([C@H](O)[C@H](O[C@@H]4[C@H](O[C@@H](O[C@H]5[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]5CO)[C@H](NC(C)=O)[C@H]4O)CO)O[C@@H]3CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)O[C@@H]1[C@@H](O)[C@H]([C@@H]([C@H](O1)CO)O)O)O
WURCS=2.0/5,7,6/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-5-4/a4-b1_b4-c1_c3-d1_c4-e1_c6-g1_e4-f1	O[C@H]7[C@@H](O[C@H](CO)[C@H](O)[C@@H]7O)O[C@@H]6[C@@H](CO)O[C@H]([C@H](NC(=O)C)[C@H]6O)O[C@H]3[C@@H]([C@@H]([C@H](O[C@@H]4[C@H](O[C@@H](O[C@H]5[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]5CO)[C@H](NC(C)=O)[C@H]4O)CO)O[C@@H]3CO[C@H]2O[C@H](CO)[C@@H](O)[C@@H]([C@@H]2O)O)O)O[C@H]1O[C@@H]([C@@H](O)[C@@H]([C@@H]1O)O)CO
WURCS=2.0/4,7,6/[u2122h_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-2-3-2-4/a4-b1_b3-c1_c4-d1_d3-e1_e4-f1_f3-g2	O[C@H]7[C@@H]([C@@H](CO)O[C@H]([C@@H]7NC(C)=O)O[C@@H]5[C@@H](O)[C@H](O[C@@H]6[C@H](OC(O)[C@@H]([C@H]6O)NC(C)=O)CO)O[C@@H]([C@@H]5O)CO)O[C@@H]4O[C@@H]([C@H](O)[C@@H]([C@H]4O)O[C@@H]3O[C@@H]([C@H]([C@H](O)[C@H]3NC(=O)C)O[C@@H]2O[C@@H]([C@@H]([C@@H]([C@H]2O)O[C@]1(C(O)=O)C[C@@H]([C@H]([C@@H](O1)[C@H](O)[C@H](O)CO)NC(=O)C)O)O)CO)CO)CO
WURCS=2.0/6,7,6/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3-4-4-5-6/a4-b1_a6-f1_b4-c1_c3-d1_c6-e1_f4-g1	O[C@H]7[C@@H]([C@H](OC(O)[C@@H]7NC(=O)C)CO[C@@H]6O[C@@H](C)[C@H]([C@H]([C@@H]6O)O)O[C@@H]5O[C@H](CO)[C@H](O)[C@@H]([C@H]5O)O)O[C@@H]4O[C@H](CO)[C@H]([C@H](O)[C@H]4NC(C)=O)O[C@H]2[C@H]([C@H]([C@@H]([C@@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@@H]([C@@H]3O)O)O2)O)O[C@H]1O[C@H](CO)[C@@H](O)[C@@H]([C@@H]1O)O)O
WURCS=2.0/5,8,7/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-4-2-5/a4-b1_b4-c1_c3-d1_c6-f1_d2-e1_f2-g1_g4-h1	O[C@H]7[C@@H]([C@H](O[C@@H]8O[C@@H]([C@@H](O)[C@H](O)[C@H]8NC(C)=O)CO)[C@H](O[C@@H]7CO)O[C@H]4[C@@H]([C@H](O[C@@H](O[C@@H]5[C@H](O[C@@H](O[C@H]6[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]6CO)[C@H](NC(C)=O)[C@H]5O)CO)[C@H]4O)CO[C@H]3O[C@H](CO)[C@H]([C@@H]([C@@H]3O[C@H]1[C@H](NC(=O)C)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O1)CO)O)O)O)O
WURCS=2.0/4,7,6/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-4-4-4/a4-b1_b4-c1_c3-d1_c6-e1_e3-f1_f2-g1	O[C@H]7[C@H](O)[C@@H](CO)O[C@@H]([C@H]7O)O[C@H]6[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]6O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OC[C@@H]3[C@@H](O)[C@@H]([C@@H]([C@H](O[C@H]5[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@@H]5CO)O[C@H]4[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]4CO)O3)O)O[C@H]2O[C@H](CO)[C@@H](O)[C@@H]([C@@H]2O)O)[C@H]1O
WURCS=2.0/5,9,8/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5_2*NCC/3=O]/1-2-3-4-2-5-4-2-5/a4-b1_b4-c1_c3-d1_c6-g1_d2-e1_e4-f1_g2-h1_h4-i1	O[C@H]7[C@H](O)[C@H](O[C@@H]([C@H]7O[C@H]9[C@@H]([C@@H](O)[C@@H]([C@H](O9)CO)O[C@H]8[C@@H]([C@@H](O)[C@@H](O)[C@H](O8)CO)NC(=O)C)NC(C)=O)O[C@@H]4[C@H](O)[C@H](O[C@H]6[C@H](O)[C@H]([C@@H](O[C@@H]6CO)O[C@H]5[C@H](O)[C@H](C(O[C@@H]5CO)O)NC(=O)C)NC(=O)C)O[C@@H]([C@H]4O)CO[C@@H]3[C@H]([C@H]([C@H](O)[C@@H](CO)O3)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O[C@@H]1O[C@@H]([C@@H]([C@@H]([C@H]1NC(=O)C)O)O)CO)O)NC(C)=O)CO
WURCS=2.0/5,9,8/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5_2*NCC/3=O]/1-2-3-4-2-5-4-2-2/a4-b1_b4-c1_c3-d1_c6-g1_d2-e1_e4-f1_g2-h1_h4-i1	O[C@H]7[C@H](O)[C@H](O[C@@H]([C@H]7O[C@H]9[C@@H]([C@@H](O)[C@@H]([C@H](O9)CO)O[C@H]8[C@@H]([C@@H](O)[C@@H](O)[C@H](O8)CO)NC(=O)C)NC(C)=O)O[C@@H]4[C@H](O)[C@H](O[C@H]6[C@H](O)[C@H]([C@@H](O[C@@H]6CO)O[C@H]5[C@H](O)[C@H](C(O[C@@H]5CO)O)NC(=O)C)NC(=O)C)O[C@@H]([C@H]4O)CO[C@@H]3[C@H]([C@H]([C@H](O)[C@@H](CO)O3)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1NC(=O)C)O)O)CO)O)NC(C)=O)CO
WURCS=2.0/6,7,6/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-5-4-6/a4-b1_a6-g1_b4-c1_c3-d1_c4-e1_c6-f1	O[C@H]7[C@H]([C@@H](CO)O[C@H]([C@@H]7O)O[C@H]3[C@@H]([C@H](O)[C@H](O[C@@H]6[C@H](O[C@H]([C@@H]([C@H]6O)NC(C)=O)O[C@H]5[C@@H]([C@H](C(O[C@@H]5CO[C@H]4[C@@H](O)[C@H](O)[C@H](O)[C@@H](O4)C)O)NC(=O)C)O)CO)O[C@@H]3CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)O[C@@H]1[C@@H](O)[C@H]([C@@H]([C@H](O1)CO)O)O)O
WURCS=2.0/5,8,7/[u2122h_2*NCC/3=O][a2211m-1b_1-5][a2211m-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a2112h-1a_1-5]/1-2-3-3-3-4-5-3/a4-b1_b3-c1_c3-d1_d3-e1_e3-f1_f3-g1_g3-h1	O[C@H]8[C@@H](O[C@H]([C@H](O)[C@@H]8O)O[C@@H]1[C@H]([C@@H](O[C@H]7[C@@H]([C@H](O[C@H]([C@@H]7NC(C)=O)O[C@@H]6[C@H]([C@@H](O[C@H]([C@@H]6O)O[C@@H]5[C@H]([C@@H](O[C@H]([C@@H]5O)O[C@@H]4[C@H]([C@H](C)O[C@H]([C@@H]4O)O[C@@H]3[C@@H](O)[C@H](C)O[C@@H]([C@@H]3O)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NC(=O)C)O)CO)O)C)O)C)O)CO)O)O[C@@H]([C@@H]1O)CO)O)C
WURCS=2.0/6,9,8/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-2-4-2-5-6/a4-b1_a6-i1_b4-c1_c3-d1_c6-f1_d2-e1_f2-g1_g4-h1	O[C@H]8[C@@H]([C@H](O[C@@H]9O[C@@H]([C@@H](O)[C@H](O)[C@H]9NC(C)=O)CO)[C@H](O[C@@H]8CO)O[C@H]4[C@@H]([C@H](O[C@@H](O[C@H]7[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@@H]7CO)O[C@H]6[C@@H]([C@H](C(O[C@@H]6CO[C@H]5[C@@H](O)[C@H](O)[C@H](O)[C@@H](O5)C)O)NC(=O)C)O)[C@H]4O)CO[C@H]3O[C@H](CO)[C@H]([C@@H]([C@@H]3O[C@H]1[C@H](NC(=O)C)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O1)CO)O)O)O)O
WURCS=2.0/6,9,8/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-4-2-5-6/a4-b1_b4-c1_c3-d1_c6-f1_d2-e1_f2-g1_g4-h1_h6-i2	O[C@H]8[C@@H]([C@H](O[C@@H]9O[C@@H]([C@@H](O)[C@H](O)[C@H]9NC(C)=O)CO)[C@H](O[C@@H]8CO)O[C@H]5[C@@H]([C@H](O[C@@H](O[C@@H]6[C@H](O[C@@H](O[C@H]7[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]7CO)[C@H](NC(C)=O)[C@H]6O)CO)[C@H]5O)CO[C@H]4O[C@H](CO)[C@H]([C@@H]([C@@H]4O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3NC(=O)C)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO[C@@]1(C(O)=O)O[C@@H]([C@H](O)[C@@H](CO)O)[C@@H]([C@@H](O)C1)NC(C)=O)O)O)O)CO)O)O)O)O
WURCS=2.0/4,8,7/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-4-4-4-4/a4-b1_b4-c1_c3-d1_c6-e1_e3-f1_e6-h1_f2-g1	O[C@H]8[C@H](O)[C@@H](CO)O[C@@H]([C@H]8O)O[C@@H]1[C@@H](O[C@@H]3[C@H](O)[C@@H](OC[C@@H]5[C@@H](O)[C@@H]([C@@H]([C@H](O[C@H]7[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@@H]7CO)O[C@H]6[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]6CO)O5)O)O[C@H]4O[C@H](CO)[C@@H](O)[C@@H]([C@@H]4O)O)O[C@@H]([C@H]3O)CO[C@@H]2[C@H]([C@@H](O)[C@H](O)[C@H](O2)CO)O)O[C@H](CO)[C@H]([C@@H]1O)O
WURCS=2.0/4,8,7/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-4-4-4-4/a4-b1_b4-c1_c3-d1_c6-f1_d2-e1_f3-g1_f6-h1	O[C@H]8[C@H](O)[C@@H](CO)O[C@@H]([C@H]8O)O[C@H]1[C@H]([C@H](O)[C@H](O[C@@H]1O[C@@H]7[C@H](O)[C@@H](O[C@@H]([C@H]7O)CO[C@@H]5[C@H]([C@H]([C@H](O)[C@@H](CO[C@@H]6[C@H]([C@@H](O)[C@H](O)[C@H](O6)CO)O)O5)O[C@@H]4[C@@H](O)[C@@H](O)[C@@H]([C@@H](CO)O4)O)O)O[C@@H]2[C@H](O[C@@H](O[C@H]3[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]3CO)[C@H](NC(C)=O)[C@H]2O)CO)CO)O
WURCS=2.0/6,8,7/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-5-4-6-5/a4-b1_a6-g1_b4-c1_c3-d1_c4-e1_c6-f1_g4-h1	O[C@H]8[C@H]([C@@H](CO)O[C@H]([C@@H]8O)O[C@H]3[C@@H]([C@H](O)[C@H](O[C@@H]4[C@H](O[C@@H](O[C@H]7[C@@H]([C@H](C(O)O[C@@H]7CO[C@@H]6O[C@@H](C)[C@H]([C@H]([C@@H]6O)O)O[C@@H]5O[C@H](CO)[C@H](O)[C@@H]([C@H]5O)O)NC(=O)C)O)[C@@H]([C@H]4O)NC(C)=O)CO)O[C@@H]3CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)O[C@@H]1[C@@H](O)[C@H]([C@@H]([C@H](O1)CO)O)O)O
WURCS=2.0/5,9,8/[u2112h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][a1221m-1a_1-5][a2112h-1a_1-5]/1-2-3-4-5-2-3-4-5/a3-b1_a6-f1_b4-c1_c2-d1_c3-e1_f4-g1_g2-h1_g3-i1	O[C@H]9[C@@H](CO)O[C@@H]([C@@H]([C@H]9O)O)O[C@H]8[C@H]([C@H](O[C@H]([C@@H]8O[C@H]7[C@@H](O)[C@H](O)[C@H](O)[C@@H](O7)C)O[C@H]6[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@@H]6CO)OC[C@@H]5[C@@H]([C@@H]([C@H](C(O5)O)NC(C)=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O[C@H]2[C@@H]([C@@H](O[C@@H]3[C@@H]([C@@H](O)[C@H]([C@H](O3)CO)O)O)[C@@H](O)[C@H](O2)CO)O[C@H]1[C@H]([C@H](O)[C@H](O)[C@@H](O1)C)O)O)NC(C)=O)O)CO)O
WURCS=2.0/6,9,8/[u2122h_2*NCC/3=O][a1221m-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a212h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-5-6-3-6-3/a3-b1_a4-c1_c4-d1_d2-e1_d3-f1_d6-h1_f2-g1_h2-i1	O[C@H]9[C@H](O)[C@@H](O)[C@@H](OC9)O[C@H]1[C@@H](O[C@H]7O[C@@H]([C@H]([C@H](O)[C@@H]7O[C@@H]8O[C@H](CO)[C@H]([C@@H]([C@H]8NC(C)=O)O)O)O)CO)[C@@H]([C@@H](CO[C@@H]5[C@@H](O[C@H]6[C@H](NC(C)=O)[C@H]([C@@H]([C@@H](CO)O6)O)O)[C@H]([C@H](O)[C@@H](CO)O5)O)O[C@H]1O[C@H]2[C@H](O)[C@@H](NC(=O)C)[C@H](O[C@H]3[C@H](O[C@@H]4O[C@H]([C@H]([C@H]([C@@H]4O)O)O)C)[C@H](C(O[C@@H]3CO)O)NC(=O)C)O[C@@H]2CO)O
WURCS=2.0/6,9,8/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a212h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5]/1-2-3-4-5-2-5-2-6/a4-b1_a6-i1_b4-c1_c2-d1_c3-e1_c6-g1_e2-f1_g2-h1	O[C@H]9[C@H](O)[C@@H](O)[C@@H](OC9)O[C@H]3[C@@H](O[C@H]7O[C@@H]([C@H]([C@H](O)[C@@H]7O[C@@H]8O[C@H](CO)[C@H]([C@@H]([C@H]8NC(C)=O)O)O)O)CO)[C@@H]([C@H](O[C@H]3O[C@H]4[C@@H]([C@@H](NC(=O)C)[C@H](O[C@@H]6[C@H](OC([C@@H]([C@H]6O)NC(C)=O)O)CO[C@H]5[C@H]([C@H](O)[C@H](O)[C@H](C)O5)O)O[C@@H]4CO)O)CO[C@@H]1[C@@H](O[C@H]2[C@H](NC(C)=O)[C@H]([C@@H]([C@@H](CO)O2)O)O)[C@H]([C@H](O)[C@@H](CO)O1)O)O
WURCS=2.0/3,10,9/[u2122h][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O]/1-2-3-2-3-2-3-2-3-2/a4-b1_b3-c1_b6-e1_c3-d1_e4-f1_f3-g1_f6-i1_g3-h1_i4-j1	O[C@H]9[C@H](O[C@@H](O[C@H]%10[C@H](O)[C@@H](O)C(O)O[C@@H]%10CO)[C@H](O)[C@H]9O[C@H]7[C@H](NC(=O)C)[C@@H](O[C@@H]8O[C@@H]([C@@H]([C@H](O)[C@H]8O)O)CO)[C@H](O)[C@@H](CO)O7)CO[C@@H]1O[C@@H]([C@@H](O[C@@H]4O[C@H](CO[C@H]5[C@H](NC(=O)C)[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@@H]([C@H]6O)O)[C@H](O5)CO)[C@@H]([C@@H]([C@H]4O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3NC(=O)C)O[C@H]2[C@H](O)[C@@H](O)[C@H]([C@H](O2)CO)O)O)CO)O)[C@@H]([C@H]1NC(C)=O)O)CO
WURCS=2.0/6,9,8/[u2122h_2*NCC/3=O][a1221m-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5]/1-2-3-4-5-6-5-2-6/a3-b1_a4-c1_a6-h1_c4-d1_d3-e1_d4-f1_d6-g1_h4-i1	O[C@H]9[C@H]([C@@H](CO)O[C@H]([C@@H]9O)O[C@H]3[C@@H]([C@H](O)[C@H](O[C@@H]8[C@H](O[C@H]([C@@H]([C@H]8O)NC(=O)C)O[C@@H]5[C@@H](CO[C@@H]7O[C@H]([C@H]([C@H]([C@@H]7O)O)O[C@@H]6O[C@H](CO)[C@H](O)[C@@H]([C@H]6O)O)C)OC([C@@H]([C@H]5O[C@@H]4O[C@@H](C)[C@H]([C@@H](O)[C@@H]4O)O)NC(C)=O)O)CO)O[C@@H]3CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)O[C@@H]1[C@@H](O)[C@H]([C@@H]([C@H](O1)CO)O)O)O
WURCS=2.0/5,10,9/[u2122A_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NCC/3=O_3*OSO/3=O/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NSO/3=O/3=O_3*OSO/3=O/3=O_6*OSO/3=O/3=O][a2122A-1b_1-5_2*OSO/3=O/3=O]/1-2-3-4-5-2-5-4-3-4/a4-b1_b4-c1_c4-d1_d4-e1_e4-f1_f4-g1_g4-h1_h4-i1_i4-j1	S(N[C@H]1[C@@H](O[C@@H]%10[C@H](C(=O)O)O[C@H]([C@@H]([C@H]%10O)OS(=O)(O)=O)O[C@H]9[C@@H]([C@H]([C@H](O[C@@H]9COS(O)(=O)=O)O[C@@H]8[C@@H](C(=O)O)OC(O)[C@@H]([C@H]8O)OS(O)(=O)=O)NC(=O)C)OS(=O)(=O)O)O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H]([C@@H](O[C@H]7O[C@H](COS(=O)(=O)O)[C@H]([C@H](OS(=O)(O)=O)[C@H]7NC(C)=O)O[C@@H]6O[C@@H]([C@H]([C@@H]([C@H]6OS(=O)(=O)O)O)O[C@@H]3[C@@H]([C@H]([C@H](O[C@H]4[C@@H]([C@H]([C@H](O[C@@H]5[C@H](NS(=O)(=O)O)[C@@H](OS(O)(=O)=O)[C@@H]([C@H](O5)COS(=O)(=O)O)O)[C@@H](O4)C(=O)O)O)OS(=O)(=O)O)[C@@H](COS(O)(=O)=O)O3)OS(=O)(O)=O)NS(=O)(=O)O)C(=O)O)[C@@H]([C@H]2OS(=O)(=O)O)O)C(O)=O)[C@@H]1OS(=O)(=O)O)(=O)(=O)O
WURCS=2.0/2,2,1/[u2122h_2*NCC/3=O][a2112h-1b_1-5_2*NCC/3=O_4*OSO/3=O/3=O]/1-2/a4-b1	S(O)(=O)(=O)O[C@@H]2[C@@H]([C@@H](NC(C)=O)[C@@H](O[C@@H]2CO)O[C@@H]1[C@@H](CO)OC(O)[C@@H]([C@H]1O)NC(=O)C)O
WURCS=2.0/6,11,10/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-2-2-5-4-2-5-6/a4-b1_a6-k1_b4-c1_c3-d1_c4-f1_c6-h1_d2-e1_f4-g1_h2-i1_i4-j1	[C@@H]%11(CO)[C@@H](O)[C@@H]([C@@H]([C@H](O%11)OC[C@@H]8[C@H]([C@H](O[C@@H]%10[C@H]([C@@H](O)[C@H](O)[C@H](O%10)CO)O[C@@H]9O[C@H](CO)[C@H]([C@@H]([C@H]9NC(C)=O)O)O)[C@H](O)[C@@H](O8)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)NC(=O)C)O[C@H]6[C@H](O)[C@@H](NC(=O)C)C(O)O[C@@H]6CO[C@H]5[C@H]([C@H](O)[C@H](O)[C@H](C)O5)O)CO)O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H]([C@H](O)[C@@H]([C@H]4O)O)CO)[C@@H]([C@H]3NC(C)=O)O)O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@@H]([C@H]2O)O)CO)[C@H](O)[C@H]1NC(C)=O)O
