WURCS=2.0/6,7,6/[u2122h_2*NCC/3=O][a1221m-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a212h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-5-6-6/a3-b1_a4-c1_c4-d1_d2-e1_d3-f1_d6-g1	O([C@H]2[C@H](O[C@@H]7O[C@@H]([C@H]([C@@H]([C@H]7NC(C)=O)O)O[C@H]3[C@@H](O[C@@H]6OC[C@@H](O)[C@@H]([C@H]6O)O)[C@@H](O[C@H]5O[C@@H]([C@@H](O)[C@@H]([C@@H]5O)O)CO)[C@@H]([C@@H](CO[C@@H]4[C@@H](O)[C@H]([C@H](O)[C@H](O4)CO)O)O3)O)CO)[C@@H](CO)OC([C@@H]2NC(C)=O)O)[C@@H]1O[C@@H](C)[C@@H](O)[C@H]([C@@H]1O)O
WURCS=2.0/4,6,5/[u2122h][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-2-3-4-2/a4-b1_b3-c1_b6-d1_d3-e1_d4-f1	O([C@H]3[C@@H]([C@H]([C@H](OC[C@@H]6[C@H](O)[C@@H]([C@H]([C@@H](O6)O[C@H]5[C@H](O)[C@@H](O)C(O)O[C@@H]5CO)O)O[C@@H]4O[C@H](CO)[C@H](O)[C@@H]([C@H]4O)O)O[C@@H]3CO)NC(C)=O)O[C@H]2[C@@H](O)[C@H](O)[C@@H]([C@H](C)O2)O)[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O
WURCS=2.0/7,16,15/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-7-4-2-6-7-2-5-6-7/a4-b1_b4-c1_c3-d1_c6-i1_d2-e1_e3-f1_e4-g1_g6-h2_i2-j1_i6-m1_j4-k1_k6-l2_m3-n1_m4-o1_o6-p2	O([C@H]4[C@@H]([C@H](O[C@@H](OC[C@@H]%16[C@@H](O)[C@H](O)[C@@H]([C@H](O%16)OC[C@H]8O[C@@H](O[C@H]%15[C@@H]([C@H]([C@@H](O[C@@H]%15CO)O[C@H]%14[C@@H]([C@@H](NC(=O)C)C(O)O[C@@H]%14CO)O)NC(=O)C)O)[C@H]([C@@H](O[C@H]%13O[C@@H]([C@@H](O)[C@@H]([C@@H]%13O[C@@H]9O[C@@H]([C@@H](O[C@H]%11[C@H](O)[C@@H](O)[C@H]([C@@H](CO[C@]%12(C(O)=O)C[C@H](O)[C@H]([C@H]([C@@H]([C@H](O)CO)O)O%12)NC(=O)C)O%11)O)[C@H](O[C@H]%10[C@H]([C@H](O)[C@H](O)[C@@H](O%10)C)O)[C@H]9NC(=O)C)CO)O)CO)[C@@H]8O)O)O[C@H]5[C@H](NC(C)=O)[C@H]([C@H](O[C@@H]6O[C@H](CO[C@@]7(C(=O)O)O[C@@H]([C@@H]([C@@H](CO)O)O)[C@@H]([C@H](C7)O)NC(=O)C)[C@@H]([C@H](O)[C@H]6O)O)[C@H](O5)CO)O)[C@@H]4NC(C)=O)CO)O[C@@H]2O[C@H](CO[C@@]3(C(=O)O)O[C@H]([C@H](NC(=O)C)[C@@H](O)C3)[C@H](O)[C@H](O)CO)[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O
WURCS=2.0/4,6,5/[u2122h][a2112h-1b_1-5][a2112h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-2-4-4/a4-b1_b4-c1_c3-d1_c6-f2_d3-e2	O([C@H]4[C@H](NC(C)=O)[C@@H](O[C@@H]6O[C@@H]([C@H](O)[C@@H]([C@H]6O)O[C@@]5(C(=O)O)O[C@H]([C@H](NC(=O)C)[C@@H](O)C5)[C@H](O)[C@@H](CO)O)CO)[C@H]([C@H](O4)CO[C@@]3(C(=O)O)O[C@H]([C@@H]([C@@H](O)C3)NC(C)=O)[C@H](O)[C@@H](CO)O)O)[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](CO)OC([C@@H]([C@H]2O)O)O)O[C@@H]1CO
WURCS=2.0/4,4,3/[u1122h][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][a2122A-1b_1-5]/1-2-3-4/a2-b1_c3-d1_b4-c1	O([C@H]4[C@H](O)[C@H]([C@@H](O[C@@H]4CO)O[C@@H]3C(O)O[C@H](CO)[C@H]([C@@H]3O)O)NC(=O)C)[C@@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)C(O)=O)O
WURCS=2.0/4,5,4/[u2112h_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-2-4/a3-b1_a6-c1_c4-d1_d2-e1	O([C@H]4[C@H](O[C@@H]5O[C@H]([C@@H](O)[C@H]([C@@H]5O)O)C)[C@@H](O)[C@@H](O)[C@H](O4)CO)[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(C)=O)OC[C@@H]2[C@H](O)[C@@H]([C@H](C(O2)O)NC(=O)C)O[C@@H]1O[C@@H]([C@H](O)[C@@H]([C@H]1O)O)CO)CO
WURCS=2.0/5,5,4/[u2122h_2*NSO/3=O/3=O_3*OSO/3=O/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NSO/3=O/3=O_6*OSO/3=O/3=O][a2122A-1b_1-5][a2122h-1a_1-5_2*NSO/3=O/3=O_3*OSO/3=O/3=O_6*OSO/3=O/3=O]/1-2-3-4-5/a4-b1_b4-c1_c4-d1_d4-e1	O([C@H]5[C@@H]([C@@H](NS(=O)(=O)O)C(O)O[C@@H]5COS(=O)(=O)O)OS(O)(=O)=O)[C@@H]1O[C@@H](C(O)=O)[C@@H](O[C@@H]4[C@H](NS(=O)(O)=O)[C@H]([C@@H]([C@H](O4)COS(=O)(O)=O)O[C@@H]2O[C@H](C(O)=O)[C@@H](O[C@@H]3[C@@H]([C@@H](OS(O)(=O)=O)[C@@H]([C@H](O3)COS(=O)(=O)O)O)NS(O)(=O)=O)[C@@H]([C@H]2O)O)O)[C@@H]([C@H]1OS(=O)(O)=O)O
WURCS=2.0/4,7,6/[u2112h_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-2-3-2-4/a3-b1_a6-e1_b3-c1_c4-d1_e4-f1_f2-g1	O([C@H]6[C@H](O[C@@H]7O[C@H]([C@@H](O)[C@H]([C@@H]7O)O)C)[C@@H](O)[C@@H](O)[C@H](O6)CO)[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)NC(C)=O)OC[C@@H]4[C@H](O)[C@@H]([C@@H](NC(=O)C)C(O4)O)O[C@H]3[C@H](O)[C@H]([C@H]([C@@H](CO)O3)O)O[C@H]1[C@@H]([C@@H](O)[C@H](O[C@@H]2O[C@@H]([C@H](O)[C@@H]([C@H]2O)O)CO)[C@H](O1)CO)NC(C)=O)CO
WURCS=2.0/7,13,12/[u2122h_2*NCC/3=O][a1221m-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a212h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5]/1-2-3-4-5-6-3-2-7-6-3-2-7/a3-b1_a4-c1_c4-d1_d2-e1_d3-f1_d6-j1_f2-g1_g3-h1_g4-i1_j2-k1_k3-l1_k4-m1	O([C@H]9[C@H]([C@@H]([C@@H](CO[C@H]%13O[C@@H]([C@@H](O)[C@H](O)[C@@H]%13O[C@@H]%11O[C@@H]([C@H]([C@H](O[C@@H]%12O[C@H]([C@@H](O)[C@H]([C@@H]%12O)O)C)[C@H]%11NC(=O)C)O[C@H]%10[C@@H]([C@@H](O)[C@@H](O)[C@H](O%10)CO)O)CO)CO)O[C@H]9O[C@H]8[C@@H]([C@H]([C@@H](O[C@@H]8CO)O[C@@H]6[C@@H](CO)OC(O)[C@@H]([C@H]6O[C@@H]7O[C@H]([C@H]([C@H]([C@@H]7O)O)O)C)NC(C)=O)NC(C)=O)O)O)O[C@@H]5[C@H]([C@H]([C@H](O)[C@@H](CO)O5)O)O[C@@H]3O[C@H](CO)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O)[C@H](O4)CO)[C@@H]([C@H]3NC(=O)C)O[C@H]2[C@H]([C@@H]([C@H](O)[C@@H](O2)C)O)O)[C@H]1[C@@H]([C@@H](O)[C@@H](CO1)O)O
WURCS=2.0/6,10,9/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-4-2-5/a4-b1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f3-g2_h2-i1_i4-j1	O([C@]%10(C(=O)O)C[C@H](O)[C@H]([C@@H](O%10)[C@@H]([C@@H](CO)O)O)NC(=O)C)[C@H]9[C@H]([C@@H](CO)O[C@H]([C@@H]9NC(=O)C)O[C@@H]8[C@H](O[C@H]([C@@H]([C@H]8O)NC(C)=O)O[C@H]1[C@H]([C@H](O)[C@H](O[C@@H]1O[C@@H]2[C@H](O)[C@H](O[C@H]6[C@@H]([C@H]([C@H](O[C@@H]7[C@@H](CO)OC([C@H](NC(C)=O)[C@H]7O)O)O[C@@H]6CO)NC(=O)C)O)O[C@H](CO[C@@H]5[C@H]([C@H]([C@@H]([C@@H](CO)O5)O)O)O[C@H]4[C@H](NC(=O)C)[C@H]([C@@H]([C@@H](CO)O4)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O)[C@H]2O)CO)O)CO)O
WURCS=2.0/2,2,1/[u2122h_2*NCC/3=O][a2112h-1b_1-5_4*OSO/3=O/3=O]/1-2/a4-b1	O1C(O)[C@H](NC(=O)C)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](OS(=O)(=O)O)[C@@H]([C@H]2O)O)[C@H]1CO
WURCS=2.0/2,2,1/[u2122h][a2112h-1b_1-5_3*OSO/3=O/3=O]/1-2/a4-b1	O1C(O)[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@@H]([C@@H](OS(=O)(O)=O)[C@@H](O)[C@@H](CO)O2)O)[C@H]1CO
WURCS=2.0/5,8,7/[u2122h_2*NCC/3=O][a1221m-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-2-4-5-5-2/a3-b1_a4-c1_a6-h1_c3-d1_c4-e1_e3-f1_e6-g1	O1[C@@H](OC[C@@H]2[C@@H](O[C@@H]8O[C@@H]([C@H]([C@@H]([C@H]8NC(=O)C)O[C@H]7[C@H]([C@H](O)[C@@H]([C@@H](O7)C)O)O)O[C@H]4[C@H]([C@@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)[C@H](O)[C@@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@@H]([C@@H]5O)O)O4)O)CO)[C@H](O[C@@H]3O[C@@H](C)[C@H]([C@H]([C@@H]3O)O)O)[C@H](C(O2)O)NC(C)=O)[C@H]([C@H](O)[C@@H]([C@@H]1C)O)O
WURCS=2.0/3,10,9/[u212h][a2122A-1b_1-5][a212h-1a_1-5]/1-2-3-2-3-2-3-2-3-2/b3-c1_c3-d1_d3-e1_e3-f1_f3-g1_g3-h1_h3-i1_i3-j1_a4-b1	O1[C@@H](O[C@@H]6[C@@H](O)[C@@H](O[C@@H]7[C@H]([C@H](O[C@H]8[C@@H](CO[C@H](O[C@@H]9[C@H]([C@H](O[C@@H]%10COC([C@@H]([C@H]%10O)O)O)O[C@H](C(=O)O)[C@H]9O)O)[C@@H]8O)O)O[C@H](C(O)=O)[C@H]7O)O)OC[C@H]6O)[C@@H]([C@@H](O[C@H]5OC[C@@H](O)[C@@H]([C@H]5O)O[C@H]4[C@H](O)[C@H]([C@H](O)[C@H](O4)C(O)=O)O[C@H]2OC[C@@H](O)[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1C(O)=O)O
WURCS=2.0/5,11,10/[u2122h][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-2-4-5-3-5-2-3-2/a4-b1_b3-c1_b6-g1_c3-d1_c4-f1_d3-e2_g3-h1_g4-i1_i3-j1_j3-k1	O1[C@@H](O[C@H]2[C@H](O[C@H]%11[C@H](O)[C@H]([C@@H](O)[C@H](O%11)CO)O[C@@H]%10O[C@H](CO)[C@H]([C@@H]([C@H]%10NC(=O)C)O[C@H]9[C@@H]([C@@H](O)[C@@H](O)[C@@H](CO)O9)O)O)[C@@H](CO)O[C@@H](OC[C@H]7O[C@@H](O[C@H]8[C@H](O)[C@@H](O)C(O)O[C@@H]8CO)[C@H](O)[C@H]([C@H]7O)O[C@@H]3O[C@H](CO)[C@@H](O[C@H]6[C@H]([C@@H]([C@@H]([C@H](C)O6)O)O)O)[C@H](O[C@@H]4O[C@@H]([C@@H]([C@H](O[C@@]5(C[C@@H]([C@@H](NC(=O)C)[C@H]([C@H](O)[C@@H](CO)O)O5)O)C(=O)O)[C@H]4O)O)CO)[C@H]3NC(=O)C)[C@@H]2NC(C)=O)[C@@H](O)[C@H](O)[C@@H]([C@@H]1C)O
WURCS=2.0/4,5,4/[u2112h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-3-4/a3-b1_a6-d1_b4-c1_d2-e1	O1[C@@H](O[C@H]3[C@@H](O)[C@@H](CO[C@@H]4O[C@H](CO)[C@@H]([C@@H]([C@H]4O[C@@H]5O[C@H]([C@H]([C@H]([C@@H]5O)O)O)C)O)O)OC([C@@H]3NC(=O)C)O)[C@@H]([C@@H](O)[C@H](O[C@@H]2O[C@@H]([C@H](O)[C@@H]([C@H]2O)O)CO)[C@H]1CO)NC(C)=O
WURCS=2.0/2,3,2/[u2122h][a2112h-1b_1-5]/1-2-2/a4-b1_b3-c1	O1[C@@H](O[C@H]3[C@@H](O)[C@H](O[C@H]([C@@H]3O)O[C@H]2[C@@H]([C@@H](O)C(O[C@@H]2CO)O)O)CO)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO
WURCS=2.0/4,6,5/[u2112h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-2-3-4/a3-b1_a6-d1_b4-c1_d4-e1_e3-f2	O1[C@@H](O[C@H]6[C@@H](O)[C@H](OC([C@@H]6NC(=O)C)O)CO[C@@H]3O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@@H]([C@H]5O)O[C@]4(C(=O)O)C[C@@H]([C@@H](NC(C)=O)[C@H]([C@@H]([C@H](O)CO)O)O4)O)[C@@H]([C@H]3NC(C)=O)O)[C@@H]([C@@H](O)[C@H](O[C@@H]2O[C@@H]([C@H](O)[C@@H]([C@H]2O)O)CO)[C@H]1CO)NC(C)=O
WURCS=2.0/4,4,3/[u211h][a211h-1b_1-4][a2112h-1b_1-4][a211h-1a_1-4]/1-2-3-4/a2-b1_a3-d1_b2-c1	O1[C@@H]([C@@H](CO)O)[C@@H]([C@@H](O)[C@@H]1O[C@H]4[C@H](O[C@@H](CO)[C@@H]4O)O[C@@H]3[C@H]([C@@H](OC3O)CO)O[C@@H]2O[C@H]([C@@H]([C@H]2O)O)CO)O
WURCS=2.0/3,3,2/[u122h][a122h-1b_1-4][a122h-1a_1-4]/1-2-3/a2-b1_a3-c1	O1[C@@H]([C@@H](O)[C@H](O)[C@@H]1O[C@@H]3C(O)O[C@@H]([C@H]3O[C@@H]2[C@H]([C@@H]([C@H](O2)CO)O)O)CO)CO
WURCS=2.0/3,3,2/[u2122h][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3/a4-b1_b6-c2	O1[C@@H]([C@@H](O[C@@H]3O[C@@H]([C@@H]([C@@H]([C@H]3O)O)O)CO[C@]2(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@@H](O2)[C@@H]([C@@H](CO)O)O)[C@@H]([C@H](C1O)O)O)CO
WURCS=2.0/6,11,10/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCCO/3=O]/1-2-3-4-2-5-6-4-2-5-6/a4-b1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f6-g2_h2-i1_i4-j1_j6-k2	O1[C@@H]([C@@H]([C@@H](CO)O)O)[C@@H]([C@@H](O)C[C@]1(OC[C@H]%11O[C@H]([C@@H]([C@H]([C@H]%11O)O)O)O[C@@H]%10[C@@H](CO)O[C@H]([C@@H]([C@H]%10O)NC(=O)C)O[C@H]9[C@H]([C@@H]([C@@H](CO)O[C@@H]9O[C@@H]8[C@H](O)[C@@H](O[C@@H]([C@H]8O)CO[C@@H]7[C@H]([C@H]([C@@H]([C@@H](CO)O7)O)O)O[C@@H]4O[C@@H]([C@@H](O[C@@H]5O[C@H](CO[C@@]6(C(O)=O)O[C@@H]([C@H](O)[C@H](O)CO)[C@H](NC(=O)CO)[C@H](C6)O)[C@H](O)[C@@H]([C@H]5O)O)[C@H](O)[C@H]4NC(=O)C)CO)O[C@H]3[C@@H]([C@H]([C@@H](O[C@@H]3CO)O[C@H]2[C@H](O)[C@@H](NC(=O)C)C(O[C@@H]2CO)O)NC(=O)C)O)O)O)C(O)=O)NC(CO)=O
WURCS=2.0/3,4,3/[u2122h_2*NCC/3=O][a2112h-1b_1-5][a2112h-1a_1-5]/1-2-3-3/a4-b1_b3-c1_b4-d1	O1[C@@H]([C@H](O)[C@H](O)[C@H]([C@H]1O[C@@H]3[C@H]([C@@H](O[C@@H]([C@@H]3O[C@@H]4[C@H](O)[C@H]([C@H]([C@H](O4)CO)O)O)CO)O[C@@H]2[C@H](OC(O)[C@@H]([C@H]2O)NC(C)=O)CO)O)O)CO
WURCS=2.0/3,4,3/[u2122h][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-3/a4-b1_b3-c2_c8-d2	O1[C@@](O[C@H](CO)[C@H]([C@@H]4O[C@@](C[C@H](O)[C@H]4NC(=O)C)(O[C@@H]2[C@H]([C@H](O[C@@H]3[C@@H](CO)OC(O)[C@@H]([C@H]3O)O)O[C@@H]([C@@H]2O)CO)O)C(=O)O)O)(C(=O)O)C[C@H](O)[C@H]([C@@H]1[C@@H]([C@@H](CO)O)O)NC(=O)C
WURCS=2.0/4,5,4/[u2122h][a2112h-1b_1-5][a2112h-1a_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-4/a4-b1_b3-c1_c3-d2_d8-e2	O1[C@@](O[C@H](CO)[C@H]([C@@H]5O[C@@](C[C@H](O)[C@H]5NC(=O)C)(O[C@H]4[C@@H](O)[C@@H](CO)O[C@@H]([C@@H]4O)O[C@@H]2[C@H]([C@H](O[C@@H]3[C@@H](CO)OC(O)[C@@H]([C@H]3O)O)O[C@H](CO)[C@@H]2O)O)C(=O)O)O)(C(=O)O)C[C@H](O)[C@H]([C@@H]1[C@@H]([C@@H](CO)O)O)NC(=O)C
WURCS=2.0/2,3,2/[u2122h][a2112h-1b_1-5]/1-2-2/a4-b1_b6-c1	O1[C@H](CO)[C@@H]([C@@H]([C@H]([C@@H]1OC[C@@H]3[C@H](O)[C@H](O)[C@@H](O)[C@@H](O3)O[C@@H]2[C@H](OC(O)[C@H](O)[C@H]2O)CO)O)O)O
WURCS=2.0/7,12,11/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a2112h-1a_1-5][a1221m-1a_1-5]/1-2-3-4-2-5-6-4-2-5-6-7/a4-b1_a6-l1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f3-g1_h2-i1_i4-j1_j3-k1	O1[C@H](CO)[C@H](O)[C@@H]([C@H]([C@H]1O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@@H]([C@@H](NC(C)=O)[C@H](O[C@H]4[C@@H](O)[C@@H]([C@H](O[C@@H]4OC[C@@H]%12[C@H]([C@@H]([C@H](O)[C@@H](O%12)O[C@H]9[C@@H]([C@@H](NC(=O)C)[C@H](O[C@H]%11[C@@H]([C@H](C(O[C@@H]%11CO[C@@H]%10O[C@H]([C@@H](O)[C@H]([C@@H]%10O)O)C)O)NC(C)=O)O)O[C@@H]9CO)O)O[C@H]5O[C@@H]([C@H]([C@@H]([C@@H]5O[C@@H]6O[C@@H]([C@@H](O[C@H]7[C@H](O)[C@@H](O[C@@H]8[C@H](O)[C@H]([C@H]([C@H](O8)CO)O)O)[C@H]([C@@H](CO)O7)O)[C@@H]([C@H]6NC(=O)C)O)CO)O)O)CO)O)CO)O)O[C@@H]3CO)O)O[C@@H]([C@@H]2O)CO)O)O
WURCS=2.0/5,5,4/[u2122h_2*NCC/3=O][a1221m-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-5/a3-b1_a4-c1_c4-d1_d6-e1	O1[C@H](CO)[C@H]([C@@H]([C@@H]([C@H]1OC[C@H]5O[C@H]([C@@H](O)[C@@H](O)[C@@H]5O)O[C@H]2[C@H](O)[C@@H](NC(=O)C)[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@@H]([C@H]3O[C@@H]4O[C@@H](C)[C@@H](O)[C@H]([C@@H]4O)O)NC(C)=O)O[C@@H]2CO)O)O)O
WURCS=2.0/2,3,2/[u2122h][a2122h-1a_1-5]/1-2-2/a3-b1_b6-c1	O1[C@H](CO)[C@H]([C@@H]([C@H]([C@H]1OC[C@@H]3[C@H]([C@H](O)[C@@H](O)[C@H](O3)O[C@@H]2[C@H](C(O)O[C@H](CO)[C@H]2O)O)O)O)O)O
WURCS=2.0/3,3,2/[u2112h][a1122h-1a_1-5][a2122h-1a_1-5]/1-2-3/a3-b1_b6-c1	O1[C@H](CO)[C@H]([C@@H]([C@H]([C@H]1OC[C@@H]3[C@H]([C@H](O)[C@H](O)[C@H](O3)O[C@@H]2[C@H](C(O)O[C@H](CO)[C@@H]2O)O)O)O)O)O
WURCS=2.0/2,4,3/[u2122h][a2122h-1a_1-5]/1-2-2-2/a3-b1_b3-c1_c6-d1	O1[C@H](CO)[C@H]([C@@H]([C@H]([C@H]1OC[C@H]4O[C@@H]([C@H](O)[C@@H](O)[C@@H]4O)O[C@H]2[C@@H]([C@H](O[C@H](O[C@H]3[C@@H]([C@@H](CO)OC(O)[C@@H]3O)O)[C@@H]2O)CO)O)O)O)O
WURCS=2.0/2,5,4/[u1122h][a1122h-1a_1-5]/1-2-2-2-2/a3-b1_a6-d1_b2-c1_d2-e1	O1[C@H](CO)[C@H]([C@H](O)[C@@H]([C@H]1O[C@@H]5[C@H](O[C@H](CO)[C@H]([C@@H]5O)O)O[C@@H]4[C@H](O)C(O[C@@H]([C@H]4O)CO[C@@H]2[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@@H]([C@@H]3O)O)[C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O
WURCS=2.0/6,12,11/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-4-2-5-6-2-5/a4-b1_b4-c1_c3-d1_c6-g1_d2-e1_e4-f1_g2-h1_g6-k1_h4-i1_i3-j2_k4-l1	O1[C@H](CO[C@H]9O[C@@H]([C@H]([C@@H]([C@@H]9O[C@H]%12[C@@H]([C@H]([C@@H]([C@@H](CO)O%12)O[C@@H]%11O[C@@H]([C@@H]([C@@H]([C@H]%11O)O[C@]%10(C(O)=O)C[C@@H]([C@H]([C@@H](O%10)[C@H](O)[C@H](O)CO)NC(=O)C)O)O)CO)O)NC(C)=O)O)O)CO[C@@H]8O[C@@H]([C@H]([C@@H]([C@H]8NC(C)=O)O)O[C@@H]7O[C@@H]([C@H](O)[C@@H]([C@H]7O)O)CO)CO)[C@@H](O)[C@H](O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H]([C@H](O)[C@@H]([C@H]5O)O)CO)[C@H](O)[C@H]4NC(C)=O)[C@@H]([C@@H]1O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@@H]2[C@@H](CO)OC([C@H](NC(=O)C)[C@H]2O)O)CO)O
WURCS=2.0/5,5,4/[u2112h_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5_6*OSO/3=O/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-5/a3-b1_a6-e2_b3-c1_c4-d1	O1[C@H](CO[C@]5(O[C@H]([C@H](NC(=O)C)[C@H](C5)O)[C@H](O)[C@H](O)CO)C(O)=O)[C@@H]([C@H](O[C@H]4[C@@H]([C@H]([C@@H](O)[C@H](O4)CO)O[C@H]2[C@@H]([C@@H](O)[C@H](O[C@H]3[C@@H]([C@@H](O)[C@@H](O)[C@@H](COS(=O)(=O)O)O3)O)[C@H](O2)CO)NC(=O)C)O)[C@H](C1O)NC(=O)C)O
WURCS=2.0/5,9,8/[u2122h_2*NCC/3=O][a1221m-1a_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-3-4-3-5/a3-b1_a4-c1_c3-d1_d3-e1_d4-f1_f3-g1_g4-h1_h6-i2	O1[C@H](CO[C@]9(C(=O)O)C[C@H](O)[C@H]([C@@H](O9)[C@@H]([C@@H](CO)O)O)NC(C)=O)[C@@H]([C@H](O)[C@@H](O)[C@@H]1O[C@@H]2[C@H](O[C@@H](O[C@H]8[C@H]([C@H](O[C@H]([C@@H]8O)O[C@H]4[C@@H]([C@H]([C@H](O[C@H]7[C@H]([C@H](O[C@H]([C@@H]7O)O[C@@H]5[C@@H](CO)OC(O)[C@@H]([C@H]5O[C@@H]6O[C@H]([C@H]([C@H]([C@@H]6O)O)O)C)NC(=O)C)CO)O)O[C@@H]4CO)NC(C)=O)O[C@@H]3O[C@H]([C@@H](O)[C@@H](O)[C@@H]3O)C)CO)O)[C@@H]([C@H]2O)NC(C)=O)CO)O
WURCS=2.0/2,3,2/[u2122h][a2122h-1a_1-5]/1-2-2/a6-b1_b3-c1	O1[C@H](O[C@@H]3[C@H]([C@H](O[C@@H]([C@H]3O)CO)OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
WURCS=2.0/2,3,2/[u2112h][a2112h-1a_1-5]/1-2-2/a3-b1_b3-c1	O1[C@H](O[C@H]2[C@H]([C@H](O[C@H](O[C@H]3[C@H]([C@@H](CO)OC(O)[C@@H]3O)O)[C@@H]2O)CO)O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO
